"Name","Rarity","Category","Level","Price"
"Inubrix Armor (High-Grade)","Rare","Armor","18","18000 gp (+1800 gp per Bulk)"
"Reflecting Shield","Uncommon","Shields","18","18000 gp"
"Midday Lantern (Major)","Uncommon","Held Items","18","18750 gp"
"Twilight Lantern (Major)","Uncommon","Held Items","18","18750 gp"
"Inexplicable Apparatus","Common","Worn Items","18","19000 gp"
"Maestro's Instrument (Greater)","Common","Held Items","18","19000 gp"
"Marvelous Medicines (Greater)","Common","Held Items","18","19000 gp"
"Nosoi Charm (Greater)","Rare","Held Items","18","19000 gp"
"Peachwood Weapon (High-Grade)","Uncommon","Weapons","18","19000 gp (+1900 gp per Bulk)"
"Thurible of Revelation (Greater)","Common","Held Items","18","19000 gp"
"Sisterstone Armor (High-Grade)","Rare","Armor","18","19500 gp (plus 1950 gp per Bulk)"
"Blade of Four Energies (Greater)","Common","Weapons","18","20000 gp"
"Clockwork Cloak","Uncommon","Worn Items","18","20000 gp"
"Cold Iron Armor (High-Grade)","Common","Armor","18","20000 gp (+2000 gp per Bulk)"
"Goggles of Night (Major)","Common","Worn Items","18","20000 gp"
"Silver Armor (High-Grade)","Common","Armor","18","20000 gp (+2000 gp per Bulk)"
"Armor Potency (+3)","Common","Runes","18","20560 gp"
"Dread (Greater)","Uncommon","Runes","18","21000 gp"
"Ring of Maniacal Devices (Greater)","Common","Worn Items","18","21000 gp"
"Stampede Medallion (Major)","Common","Worn Items","18","21000 gp"
"Storm Flash (Greater)","Common","Weapons","18","21000 gp"
"Anchoring (Greater)","Uncommon","Runes","18","22000 gp"
"Breastplate of Command (Greater)","Common","Armor","18","22000 gp"
"Cape of the Open Sky","Rare","Worn Items","18","22000 gp"
"Djezet Weapon (High-Grade)","Rare","Weapons","18","22000 gp (+2200 gp per Bulk)"
"Mantle of the Grogrisant","Unique","Worn Items","18","22000 gp"
"Possibility Tome","Common","Held Items","18","22000 gp"
"Orichalcum Weapon (High-Grade)","Rare","Weapons","18","22500 gp (+ 2250 gp per Bulk)"
"Singing Shortbow (Greater)","Common","Weapons","18","22500 gp"
"Endless Grimoire (True)","Common","Grimoires","18","23000 gp"
"Life's Last Breath","Unique","Weapons","18","23500 gp"
"Abysium Weapon (High-Grade)","Rare","Weapons","18","24000 gp (+2400 gp per Bulk)"
"Archivist's Gaze","Common","Worn Items","18","24000 gp"
"Breath Blaster (Major)","Uncommon","Weapons","18","24000 gp"
"Brilliant (Greater)","Common","Runes","18","24000 gp"
"Dragon's Breath (8th-Level Spell)","Uncommon","Runes","18","24000 gp"
"Emberheart","Common","Worn Items","18","24000 gp"
"Final Rest","Common","Weapons","18","24000 gp"
"Fortification (Greater)","Common","Runes","18","24000 gp"
"Indestructible Shield","Rare","Shields","18","24000 gp"
"Magic Armor (+3 Greater Resilient)","Common","Armor","18","24000 gp"
"Mask of Allure","Common","Worn Items","18","24000 gp"
"Mercurial Mantle","Common","Worn Items","18","24000 gp"
"Noqual Weapon (High-Grade)","Rare","Weapons","18","24000 gp (+2400 gp per Bulk)"
"Sage's Lash","Common","Worn Items","18","24000 gp"
"Staff of Nature's Vengeance (Major)","Common","Staves","18","24000 gp"
"Staff of the Dreamlands (Major)","Uncommon","Staves","18","24000 gp"
"Titan's Grasp","Common","Worn Items","18","24000 gp"
"Torag's Silver Anvil","Uncommon","Weapons","18","24000 gp"
"Wand of Crackling Lightning (8th-Level Spell)","Common","Wands","18","24000 gp"
"Wand of Noisome Acid (8th-Level Spell)","Uncommon","Wands","18","24000 gp"
"Wand of Slaying (8th-Level Spell)","Common","Wands","18","24000 gp"
"Wand of Teeming Ghosts (8th-Level Spell)","Uncommon","Wands","18","24000 gp"
"Wand of the Snowfields (7th-Level Spell)","Common","Wands","18","24000 gp"
"Wand of Widening (8th-Level Spell)","Common","Wands","18","24000 gp"
"Dragon's Blood Pudding (Major)","Uncommon","Alchemical Items","19","5500 gp"
"Ambrosia of Undying Hope","Rare","Alchemical Items","19","6200 gp"
"Black Lotus Extract","Common","Alchemical Items","19","6500 gp"
"Oblivion Essence","Uncommon","Alchemical Items","19","6500 gp"
"10th-Level Scroll","Common","Consumables","19","8000 gp"
"Ablative Armor Plating (True)","Uncommon","Consumables","19","8000 gp"
"Ablative Shield Plating (True)","Uncommon","Consumables","19","8000 gp"
"Elixir of Life (True)","Common","Alchemical Items","19","8000 gp"
"Panacea Fruit","Rare","Consumables","19","8000 gp"
"Spellstrike Ammunition (Type IX)","Common","Consumables","19","8000 gp"
"Aeon Stone (Lavender and Green Ellipsoid)","Uncommon","Worn Items","19","30000 gp"
"Luck Blade (Wishing)","Rare","Weapons","19","30000 gp"
"Striking (Major)","Common","Runes","19","31065 gp"
"Adamantine Armor (High-Grade)","Uncommon","Armor","19","32000 gp (+3200 gp per Bulk)"
"Crystal Ball (Obsidian)","Uncommon","Held Items","19","32000 gp"
"Darkwood Armor (High-Grade)","Uncommon","Armor","19","32000 gp (+3200 gp per Bulk)"
"Dragonhide Armor (High-Grade)","Uncommon","Armor","19","32000 gp (+3200 gp per Bulk)"
"Mithral Armor (High-Grade)","Uncommon","Armor","19","32000 gp (+3200 gp per Bulk)"
"Noqual Armor (High-Grade)","Rare","Armor","19","32000 gp (+3200 gp per Bulk)"
"Robe of the Archmagi (Greater)","Uncommon","Worn Items","19","32000 gp"
"Siccatite Armor (High-Grade)","Rare","Armor","19","32000 gp (+3200 gp per Bulk)"
"Sisterstone Weapon (High-Grade)","Rare","Weapons","19","32000 gp (plus 3200 gp per Bulk)"
"Skyrider Sword (Greater)","Uncommon","Weapons","19","32000 gp"
"Sovereign Steel Weapon (High-Grade)","Rare","Weapons","19","32000 gp (+3200 gp per Buk)"
"Stone Circle (Greater)","Uncommon","Structures","19","32000 gp"
"Grisantian Pelt Armor (High-Grade)","Rare","Armor","19","33000 gp (+3300 gp per Bulk)"
"Wovenwood Shield (True)","Uncommon","Shields","19","34000 gp"
"Djezet Armor (High-Grade)","Rare","Armor","19","35000 gp (+3500 gp per Bulk)"
"Ivory Baton (Greater)","Rare","Held Items","19","35000 gp"
"Mask of the Banshee (Greater)","Common","Worn Items","19","35000 gp"
"Winged (Greater)","Common","Runes","19","35000 gp"
"Locket of Sealed Nightmares","Rare","Worn Items","19","36000 gp"
"Mattock of the Titans","Uncommon","Weapons","19","36000 gp"
"Abysium Armor (High-Grade)","Rare","Armor","19","40000 gp (+4000 gp per Bulk)"
"Aeon Stone (Pale Orange Rhomboid)","Uncommon","Worn Items","19","40000 gp"
"Berserker's Cloak (Greater)","Common","Worn Items","19","40000 gp"
"Handwraps of Mighty Blows (+3 Major Striking)","Common","Worn Items","19","40000 gp"
"Kraken's Guard","Uncommon","Shields","19","40000 gp"
"Magic Wand (9th-Level Spell)","Common","Wands","19","40000 gp"
"Magic Weapon (+3 Major Striking)","Common","Weapons","19","40000 gp"
"Sky-Piercing Bow","Rare","Weapons","19","40000 gp"
"Sturdy Shield (Supreme)","Common","Shields","19","40000 gp"
"Third Eye","Common","Worn Items","19","40000 gp"
"Wand of Continuation (8th-Level Spell)","Common","Wands","19","40000 gp"
"Wand of Overflowing Life (8th-Level Spell)","Common","Wands","19","40000 gp"
"Wand of Spiritual Warfare (8th-Level)","Uncommon","Wands","19","40000 gp"
"Wand of Thundering Echoes (8th-Level)","Uncommon","Wands","19","40000 gp"
"Elixir of Rejuvenation","Uncommon","Alchemical Items","20","0"
"Philosopher's Stone","Uncommon","Alchemical Items","20","0"
"Piereta","Unique","Intelligent Items","20","0"
"Sun Orchid Elixir","Rare","Alchemical Items","20","0 (varies by auction)"
"Unending Youth","Rare","Contracts","20","0"
"Vial of the Immortal Wellspring","Rare","Contracts","20","0"
"Death Coil","Rare","Snares","20","9000 gp"
"Major Swapping Stone","Uncommon","Consumables","20","9000 gp"
"Flying Blade Wheel Snare","Common","Snares","20","10000 gp"
"Instant Evisceration Snare","Common","Snares","20","10000 gp"
"Ring of Recalcitrant Wishes","Rare","Worn Items","20","10000 gp"
"Tears of Death","Common","Alchemical Items","20","12000 gp"
"Celestial Hair","Rare","Consumables","20","12500 gp"
"Antimagic Oil","Rare","Consumables","20","13000 gp"
"Potion of Annulment (Greater)","Rare","Consumables","20","13000 gp"
"Nightmare Salt","Rare","Alchemical Items","20","14000 gp"
"Resilient (Major)","Common","Runes","20","49440 gp"
"Sovereign Steel Armor (High-Grade)","Rare","Armor","20","50000 gp (+5000 gp per Buk)"
"Elven Chain (High-Grade)","Uncommon","Armor","20","52000 gp"
"Orichalcum Armor (High-Grade)","Rare","Armor","20","55000 gp (+5500 gp per Bulk)"
"Staff-Storing Shield (True)","Common","Shields","20","55000 gp"
"True Name Amulet (Major)","Rare","Worn Items","20","55000 gp"
"Wardrobe Stone (Greater)","Uncommon","Held Items","20","55000 gp"
"Bracers of Armor III","Common","Worn Items","20","60000 gp"
"Drum of Upheaval","Uncommon","Held Items","20","60000 gp"
"Planar Ribbon","Unique","Held Items","20","60000 gp"
"Whisper of the First Lie","Rare","Worn Items","20","60000 gp"
"Staff of Providence (True)","Common","Staves","20","64000 gp"
"Buzzsaw Axe (Major)","Common","Weapons","20","65000 gp"
"Ouroboros Flail (Major)","Common","Weapons","20","65000 gp"
"Staff of Sieges","Uncommon","Staves","20","65000 gp"
"Ring of Spell Turning","Rare","Worn Items","20","67000 gp"
"Dragon's Breath (9th-Level Spell)","Uncommon","Runes","20","70000 gp"
"Magic Armor (+3 Major Resilient)","Common","Armor","20","70000 gp"
"Rebounding Breastplate","Common","Armor","20","70000 gp"
"Shield of the Unified Legion","Uncommon","Shields","20","70000 gp"
"Silhouette Cloak","Uncommon","Worn Items","20","70000 gp"
"Sky Hammer","Rare","Weapons","20","70000 gp"
"Staff of Impossible Visions (True)","Uncommon","Staves","20","70000 gp"
"Staff of the Desert Winds (True)","Common","Staves","20","70000 gp"
"Wand of Slaying (9th-Level Spell)","Common","Wands","20","70000 gp"
"Wand of Smoldering Fireballs (9th-Level Spell)","Common","Wands","20","70000 gp"
"Wand of Teeming Ghosts (9th-Level Spell)","Uncommon","Wands","20","70000 gp"
"Wand of Widening (9th-Level Spell)","Common","Wands","20","70000 gp"
"Celestial Peach (Life)","Rare","Consumables","20","73000 gp"
"Rod of Cancellation","Rare","Held Items","20","75000 gp"
"Staff of the Magi","Rare","Staves","20","90000 gp"
"Bunta","Unique","Vehicles","24","0"
